0;0;0
0;0;0
0;0;0
0;0;0
0;0;0
0;0;42
0;0;42
0;0;25
0;0;42
0;0;32
2;0.0100098;25
2;0.0480957;42
1;0.0539551;42
2;0.400391;32
2;1.4353;32
2;4.677;37
1;12.0457;42
1;27.5564;34
1;45.0151;39
1;83.2178;41
1;107.973;44
1;160.324;44
2;254.937;44
2;400.367;42
2;434.098;44
2;565.678;41
2;620.385;25
0;0;32
0;0;32
0;0;41
0;0;32
1;619.015;32
2;713.65;44
2;829.399;44
1;829.399;25
2;829.399;29
2;829.399;37
2;829.399;41
0;0;42
2;570.889;37
1;254.938;41
0;0;32
2;756.426;20
2;1015.51;39
2;1145.63;42
2;1145.63;42
1;1145.63;42
2;947.869;32
2;1008.74;32
0;0;32
1;470.519;29
1;611.498;25
0;0;25
0;0;20
0;0;25
1;781.833;37
1;840.977;25
0;0;41
2;1197.25;37
2;1197.25;37
2;1197.25;37
1;695.24;37
1;695.24;37
0;0;20
1;688.002;20
1;969.866;20
1;969.866;20
1;675.321;20
1;844.7;29
1;844.7;42
1;1019.89;29
1;1019.89;29
0;0;29
0;0;25
0;0;34
0;0;34
0;0;37
0;0;25
1;930.903;25
1;736.351;37
0;0;37
0;0;29
1;904.425;29
1;904.425;42
0;0;42
0;0;32
0;0;34
0;0;34
0;0;32
1;677.654;32
0;0;32
0;0;32
1;829.413;32
1;829.413;32
0;0;32
1;704.747;29
0;0;29
1;1127.46;37
1;1127.46;29
1;1127.46;29
1;580.225;20
0;0;41
1;1033.43;37
1;1111.93;44
0;0;25
1;785.822;39
1;1038.78;25
0;0;25
0;0;25
0;0;20
0;0;25
0;0;20
0;0;20
0;0;25
0;0;25
0;0;25
0;0;25
0;0;25
0;0;25
1;504.858;25
1;585.943;25
1;713.544;34
1;713.544;34
1;713.544;29
0;0;25
2;3172.16;37
1;3172.16;37
1;3172.16;37
2;3172.16;29
1;3172.16;41
0;0;29
1;2637.7;32
1;2637.7;39
1;2637.7;39
0;0;41
1;1195.17;41
1;3309.24;34
0;0;39
0;0;32
2;3361.6;29
0;0;44
1;1153.84;25
2;3623.25;25
0;0;25
0;0;25
0;0;37
0;0;32
0;0;41
0;0;37
1;975.715;37
